Genome ID,GenBank Accession,Species,Subtype,Genome Status,Strain/Isolate,Collection Date,Isolation Country,Used in analysis?
11053.10541,MN448656,Dengue virus,1,Complete,KDH0144A_06/30/2011,2011-06-29,Thailand,Yes
11053.10542,MN448658,Dengue virus,1,Complete,KDH0149A_07/07/2011,2011-07-05,Thailand,Yes
11053.10543,MN448657,Dengue virus,1,Complete,KDH0147A_07/06/2011,2011-07-05,Thailand,Yes
11053.10544,MN448659,Dengue virus,1,Complete,KDH0151A_07/12/2011,2011-07-11,Thailand,No
11053.10545,MN448660,Dengue virus,1,Complete,KDH0152A_07/13/2011,2011-07-12,Thailand,Yes
11053.10546,MN448661,Dengue virus,1,Complete,KDH0154A_07/19/2011,2011-07-19,Thailand,Yes
11053.10547,MN448663,Dengue virus,1,Complete,KDH0160A_07/27/2011,2011-07-26,Thailand,Yes
11053.10548,MN448664,Dengue virus,1,Complete,KDH0161A_07/27/2011,2011-07-26,Thailand,Yes
11053.10549,MN448662,Dengue virus,1,Complete,KDH0156A_07/21/2011,2011-07-20,Thailand,No
11053.10550,MN448666,Dengue virus,1,Complete,KDH0165A_08/03/2011,2011-08-02,Thailand,Yes
11053.10551,MN448665,Dengue virus,1,Complete,KDH0163A_08/02/2011,2011-08-01,Thailand,Yes
11053.10552,MN448667,Dengue virus,1,Complete,KDH0167A_08/04/2011,2011-08-03,Thailand,Yes
11053.10553,MN448668,Dengue virus,1,Complete,KDH0168A_08/08/2011,2011-08-08,Thailand,No
11053.10554,MN448669,Dengue virus,1,Complete,KDH0169A_08/09/2011,2011-08-08,Thailand,Yes
11053.10555,MN448670,Dengue virus,1,Complete,KDH0170A_08/10/2011,2011-08-09,Thailand,No
11053.10556,MN448672,Dengue virus,1,Complete,KDH0176A_08/23/2011,2011-08-22,Thailand,Yes
11053.10557,MN448671,Dengue virus,1,Complete,KDH0172A_08/15/2011,2011-08-15,Thailand,Yes
11053.10558,MN448673,Dengue virus,1,Complete,KDH0180A_09/01/2011,2011-08-30,Thailand,Yes
11053.10559,MN448674,Dengue virus,1,Complete,KDH0182A_09/07/2011,2011-09-05,Thailand,Yes
11053.10560,MN448676,Dengue virus,1,Complete,KDH0196A_11/08/2011,2011-11-07,Thailand,Yes
11053.10561,MN448675,Dengue virus,1,Complete,KDH0194A_09/28/2011,2011-09-26,Thailand,No
11053.10562,MN448677,Dengue virus,1,Complete,KDH0198A_11/10/2011,2011-11-09,Thailand,No
11053.10563,MN448678,Dengue virus,1,Complete,KDH0199A_11/14/2011,2011-11-14,Thailand,No
11053.10564,MN448679,Dengue virus,1,Complete,KDH0201A_11/28/2011,2011-11-28,Thailand,No
11053.10565,MN448680,Dengue virus,1,Complete,KDH0202A_11/29/2011,2011-11-28,Thailand,No
11053.10567,MN448681,Dengue virus,1,Complete,KDH0218A_05/02/2012,2012-05-01,Thailand,Yes
11053.10568,MN448682,Dengue virus,1,Complete,KDH0226A_05/29/2012,2012-05-28,Thailand,Yes
11053.10569,MN448683,Dengue virus,1,Complete,KDH0228A_06/07/2012,2012-06-06,Thailand,No
11053.10571,MN448685,Dengue virus,1,Complete,KDH0235A_06/27/2012,2012-06-26,Thailand,No
11053.10574,MN448684,Dengue virus,1,Complete,KDH0233A_06/25/2012,2012-06-25,Thailand,Yes
11053.10577,MN448687,Dengue virus,1,Complete,KDH0241A_07/04/2012,2012-07-03,Thailand,Yes
11053.10578,MN448686,Dengue virus,1,Complete,KDH0236A_06/28/2012,2012-06-27,Thailand,No
11053.10579,MN448688,Dengue virus,1,Complete,KDH0277A_08/27/2012,2012-08-27,Thailand,Yes
11053.10582,MN448689,Dengue virus,1,Complete,KDH0288A_09/11/2012,2012-09-10,Thailand,No
11053.10583,MN448690,Dengue virus,1,Complete,KDH0289A_09/12/2012,2012-09-11,Thailand,No
11053.10584,MN448691,Dengue virus,1,Complete,KDH0295A_09/19/2012,2012-09-18,Thailand,Yes
11053.10585,MN448693,Dengue virus,1,Complete,KDH0306A_10/03/2012,2012-10-02,Thailand,No
11053.10586,MN448692,Dengue virus,1,Complete,KDH0304A_10/02/2012,2012-10-01,Thailand,Yes
11053.10587,MN448694,Dengue virus,1,Complete,KDH0309A_10/09/2012,2012-10-09,Thailand,Yes
11053.10588,MN448695,Dengue virus,1,Complete,KDH0316A_11/05/2012,2012-11-05,Thailand,No
11053.10590,MN448696,Dengue virus,1,Complete,KDH0323A_11/26/2012,2012-11-26,Thailand,Yes
11053.106,KC692512,Dengue virus,1,Complete,-,2010-02-17,Argentina,Yes
11053.10623,KX951689,Dengue virus,1,Complete,D1/Taiwan/900PT0407a,2004-07,Taiwan,Yes
11053.10625,KX951690,Dengue virus,1,Complete,D1/Taiwan/709TN0706a,2007-06,Taiwan,Yes
11053.107,KC692513,Dengue virus,1,Complete,-,2010-04-26,Argentina,Yes
11053.10752,LC128301,Dengue virus,1,Complete,D1/Hu/Philippines/NIID13/2016,2016-01,Philippines,Yes
11053.10753,KY057365,Dengue virus,1,Complete,SUB-003A,2012,Indonesia,Yes
11053.10754,KY057366,Dengue virus,1,Complete,SUB-026A,2012,Indonesia,Yes
11053.10755,KY057367,Dengue virus,1,Complete,SUB-027A,2012,Indonesia,Yes
11053.10756,KY057368,Dengue virus,1,Complete,SUB-032A,2012,Indonesia,Yes
11053.10757,KY057369,Dengue virus,1,Complete,SUB-038A,2012,Indonesia,Yes
11053.10758,KY057370,Dengue virus,1,Complete,SUB-048A,2012,Indonesia,Yes
11053.10759,KY057371,Dengue virus,1,Complete,SUB-049A,2012,Indonesia,Yes
11053.10760,KY057372,Dengue virus,1,Complete,SUB-098A,2012,Indonesia,Yes
11053.10761,KY057373,Dengue virus,1,Complete,SUB-120A,2012,Indonesia,Yes
11053.10882,KJ755855,Dengue virus,1,Complete,NIV_K130706770_India,2013-07,India,Yes
11053.10883,KM403635,Dengue virus,1,Complete,SGEHI(D1)40115Y13,2013,Singapore,Yes
11053.10884,KM403633,Dengue virus,1,Complete,SGEHI(D1)09125Y13,2013,Singapore,Yes
11053.10885,KM403627,Dengue virus,1,Complete,SGEHI(D1)03513Y13,2013,Singapore,Yes
11053.10886,KM403626,Dengue virus,1,Complete,SGEHI(D1)50837Y13,2013,Singapore,Yes
11053.10887,KM403624,Dengue virus,1,Complete,SGEHI(D1)46841Y13,2013,Singapore,Yes
11053.10888,KM403619,Dengue virus,1,Complete,SGEHI(D1)23018Y13,2013,Singapore,Yes
11053.10889,KM403618,Dengue virus,1,Complete,SGEHI(D1)10689Y13,2013,Singapore,Yes
11053.10890,KM403615,Dengue virus,1,Complete,SGEHI(D1)36303Y13,2013,Singapore,Yes
11053.10891,KM403611,Dengue virus,1,Complete,SGEHI(D1)21860Y13,2013,Singapore,Yes
11053.10892,KM403610,Dengue virus,1,Complete,SGEHI(D1)21672Y13,2013,Singapore,Yes
11053.10893,KM403606,Dengue virus,1,Complete,SGEHI(D1)16267Y13,2013,Singapore,Yes
11053.10894,KM403601,Dengue virus,1,Complete,SGEHI(D1)26957Y13,2013,Singapore,Yes
11053.10895,KM403598,Dengue virus,1,Complete,SGEHI(D1)25135Y13,2013,Singapore,Yes
11053.10896,KM403590,Dengue virus,1,Complete,SGEHI(D1)26591Y13,2013,Singapore,Yes
11053.10897,KM403587,Dengue virus,1,Complete,SGEHI(D1)09119Y13,2013,Singapore,Yes
11053.10898,KM403582,Dengue virus,1,Complete,SGEHI(D1)46142Y13,2013,Singapore,Yes
11053.10899,KM403578,Dengue virus,1,Complete,SGEHI(D1)05022Y13,2013,Singapore,Yes
11053.109,KC692514,Dengue virus,1,Complete,-,2010-05-03,Argentina,Yes
11053.10900,KM403577,Dengue virus,1,Complete,SGEHI(D1)47999Y13,2013,Singapore,Yes
11053.10963,KF973472,Dengue virus,1,Complete,DENV-1/NI/BID-V7690/2012,2012,Nicaragua,Yes
11053.10966,KF973471,Dengue virus,1,Complete,DENV-1/NI/BID-V7686/2012,2012,Nicaragua,Yes
11053.10968,KF973470,Dengue virus,1,Complete,DENV-1/NI/BID-V7685/2012,2012,Nicaragua,Yes
11053.10969,KF973467,Dengue virus,1,Complete,DENV-1/NI/BID-V7681/2012,2012,Nicaragua,Yes
11053.10971,KF973465,Dengue virus,1,Complete,DENV-1/NI/BID-V7678/2012,2012,Nicaragua,Yes
11053.10974,KF973460,Dengue virus,1,Complete,DENV-1/NI/BID-V7672/2011,2011,Nicaragua,Yes
11053.10976,KF973459,Dengue virus,1,Complete,DENV-1/NI/BID-V7659/2011,2011,Nicaragua,Yes
11053.10978,KF973458,Dengue virus,1,Complete,DENV-1/NI/BID-V7655/2012,2012,Nicaragua,Yes
11053.11,MW208043,Dengue virus,1,Complete,-,2018-11-11,Brazil,No
11053.11029,JX669471,Dengue virus,1,Complete,59049/BR-PE/99,1999,Brazil,Yes
11053.11030,JX669463,Dengue virus,1,Complete,13501/BR-PE/10,2010,Brazil,Yes
11053.11039,KJ806963,Dengue virus,1,Complete,SG(EHI)D1/07211Y14,2014,Singapore,Yes
11053.11040,KJ806953,Dengue virus,1,Complete,SG(EHI)D1/04009Y13,2013,Singapore,Yes
11053.11041,KJ806946,Dengue virus,1,Complete,SG(EHI)D1/27197Y13,2013,Singapore,Yes
11053.11042,KJ806945,Dengue virus,1,Complete,SG(EHI)D1/26610Y13,2013,Singapore,Yes
11053.11044,KJ806944,Dengue virus,1,Complete,SG(EHI)D1/13260Y13,2013,Singapore,Yes
11053.11045,KJ806943,Dengue virus,1,Complete,SG(EHI)D1/11986Y13,2013,Singapore,Yes
11053.11065,KF971871,Dengue virus,1,Complete,CHN/GuangDong/ZhongShan/Henglan01/2013,2013-08-23,China,Yes
11053.11066,KF971869,Dengue virus,1,Complete,CHN/GuangDong/ZhongShan/HuangPu01/2013,2013-08-23,China,Yes
11053.11074,JQ692085,Dengue virus,1,Complete,RR121,2010,India,Yes
11053.11082,KJ189364,Dengue virus,1,Complete,DENV-1/PR/BID-V8184/2010,2010,Puerto Rico,Yes
11053.11083,KJ189363,Dengue virus,1,Complete,DENV-1/PR/BID-V8183/2010,2010,Puerto Rico,Yes
11053.11085,KJ189362,Dengue virus,1,Complete,DENV-1/PR/BID-V8182/2010,2010,Puerto Rico,Yes
11053.11086,KJ189360,Dengue virus,1,Complete,DENV-1/PR/BID-V7722/2010,2010,Puerto Rico,Yes
11053.11087,KJ189359,Dengue virus,1,Complete,DENV-1/PR/BID-V7719/2012,2012,Puerto Rico,Yes
11053.11088,KJ189352,Dengue virus,1,Complete,DENV-1/PR/BID-V7706/2012,2012,Puerto Rico,Yes
11053.11089,KJ189351,Dengue virus,1,Complete,DENV-1/PR/BID-V7705/2012,2012,Puerto Rico,Yes
11053.11090,KJ189348,Dengue virus,1,Complete,DENV-1/MX/BID-V7624/2011,2011,Mexico,Yes
11053.11091,KJ189346,Dengue virus,1,Complete,DENV-1/MX/BID-V7615/2009,2009,Mexico,Yes
11053.11092,KJ189343,Dengue virus,1,Complete,DENV-1/MX/BID-V7612/2009,2009,Mexico,Yes
11053.11093,KJ189341,Dengue virus,1,Complete,DENV-1/MX/BID-V7610/2009,2009,Mexico,Yes
11053.11094,KJ189337,Dengue virus,1,Complete,DENV-1/MX/BID-V7606/2008,2008,Mexico,Yes
11053.11095,KJ189331,Dengue virus,1,Complete,DENV-1/MX/BID-V7598/2008,2008,Mexico,Yes
11053.11096,KJ189329,Dengue virus,1,Complete,DENV-1/MX/BID-V7595/2007,2007,Mexico,Yes
11053.11097,KJ189327,Dengue virus,1,Complete,DENV-1/MX/BID-V7593/2007,2007,Mexico,Yes
11053.11098,KJ189321,Dengue virus,1,Complete,DENV-1/MX/BID-V7587/2007,2007,Mexico,Yes
11053.11099,KJ189320,Dengue virus,1,Complete,DENV-1/MX/BID-V7586/2007,2007,Mexico,Yes
11053.111,KC692515,Dengue virus,1,Complete,-,2010-05-14,Argentina,Yes
11053.11100,KJ189318,Dengue virus,1,Complete,DENV-1/MX/BID-V7576/2007,2007,Mexico,Yes
11053.11101,KJ189317,Dengue virus,1,Complete,DENV-1/MX/BID-V7572/2007,2007,Mexico,Yes
11053.11104,KJ189307,Dengue virus,1,Complete,DENV-1/MX/BID-V7302/2011,2011,Mexico,Yes
11053.11105,KJ189306,Dengue virus,1,Complete,DENV-1/MX/BID-V7298/2011,2011,Mexico,Yes
11053.11106,KJ189304,Dengue virus,1,Complete,DENV-1/CO/BID-V7292/2005,2005,Colombia,Yes
11053.11107,KJ189302,Dengue virus,1,Complete,DENV-1/CO/BID-V7290/1998,1998,Colombia,Yes
11053.11157,JN054256,Dengue virus,1,Complete,DV1_SL_2009e,2009,Sri Lanka,Yes
11053.11158,JN054255,Dengue virus,1,Complete,DV1_SL_2010b,2010,Sri Lanka,Yes
11053.11182,KF955443,Dengue virus,1,Complete,DENV-1/MX/BID-V3725/2007,2007,Mexico,Yes
11053.11192,KF955427,Dengue virus,1,Complete,DENV-1/MX/BID-V3705/2007,2007,Mexico,Yes
11053.112,KC692516,Dengue virus,1,Complete,-,2010-05-18,Argentina,Yes
11053.11246,KF921942,Dengue virus,1,Complete,DENV-1/VN/BID-V3910/2008,2008,Viet Nam,Yes
11053.11252,KF921911,Dengue virus,1,Complete,DENV-1/PR/BID-V2141/1996,1996,Puerto Rico,Yes
11053.113,KC692517,Dengue virus,1,Complete,-,2010-12-29,Argentina,Yes
11053.11314,JQ048541,Dengue virus,1,Complete,DG14,2011-09,China,Yes
11053.1133,HQ624983,Dengue virus,1,Complete,-,2007,Cambodia,Yes
11053.11334,JQ045668,Dengue virus,1,Complete,DENV1/Vietnam/10dx-244-802-3000mg-48hrs,-,Viet Nam,Yes
11053.11336,JQ045667,Dengue virus,1,Complete,DENV1/Vietnam/10dx-244-801-3000mg-48hrs,-,Viet Nam,Yes
11053.11337,JQ045661,Dengue virus,1,Complete,DENV1/Vietnam/10dx-231-801-3000mg-48hrs,-,Viet Nam,Yes
11053.1134,HQ624984,Dengue virus,1,Complete,-,2007,Cambodia,No
11053.11340,JQ045654,Dengue virus,1,Complete,DENV1/Vietnam/10dx-226-802-Placebo-48hrs,-,Viet Nam,Yes
11053.11342,JQ045653,Dengue virus,1,Complete,DENV1/Vietnam/10dx-226-801-Placebo-48hrs,-,Viet Nam,Yes
11053.11344,JQ045651,Dengue virus,1,Complete,DENV1/Vietnam/10dx-225-801-3000mg-36hrs,-,Viet Nam,Yes
11053.11345,JQ045652,Dengue virus,1,Complete,DENV1/Vietnam/10dx-225-802-3000mg-36hrs,-,Viet Nam,Yes
11053.11349,JQ045650,Dengue virus,1,Complete,DENV1/Vietnam/10dx-222-802-3000mg-60hrs,-,Viet Nam,Yes
11053.11351,JQ045649,Dengue virus,1,Complete,DENV1/Vietnam/10dx-222-801-3000mg-60hrs,-,Viet Nam,Yes
11053.11354,JQ045648,Dengue virus,1,Complete,DENV1/Vietnam/10dx-221-802-Placebo-72hrs,-,Viet Nam,Yes
11053.11355,JQ045647,Dengue virus,1,Complete,DENV1/Vietnam/10dx-221-801-Placebo-72hrs,-,Viet Nam,Yes
11053.11357,JQ045646,Dengue virus,1,Complete,DENV1/Vietnam/10dx-219-801-3000mg-0hrs,-,Viet Nam,Yes
11053.11360,JQ045645,Dengue virus,1,Complete,DENV1/Vietnam/10dx-209-802-3000mg-12hrs,-,Viet Nam,No
11053.11362,JQ045644,Dengue virus,1,Complete,DENV1/Vietnam/10dx-218-801-Placebo-0hrs,-,Viet Nam,Yes
11053.11363,JQ045643,Dengue virus,1,Complete,DENV1/Vietnam/10dx-210-802-Placebo-24hrs,-,Viet Nam,Yes
11053.11369,JQ045642,Dengue virus,1,Complete,DENV1/Vietnam/10dx-210-801-Placebo-24hrs,-,Viet Nam,Yes
11053.11371,JQ045641,Dengue virus,1,Complete,DENV1/Vietnam/10dx-209-801-3000mg-12hrs,-,Viet Nam,Yes
11053.11373,JQ045640,Dengue virus,1,Complete,DENV1/Vietnam/10dx-205-802-3000mg-24hrs,-,Viet Nam,Yes
11053.11374,JQ045639,Dengue virus,1,Complete,DENV1/Vietnam/10dx-205-801-3000mg-24hrs,-,Viet Nam,Yes
11053.11378,JQ045633,Dengue virus,1,Complete,DENV1/Vietnam/10dx-201-801-Placebo-12hrs,-,Viet Nam,Yes
11053.11379,JQ045630,Dengue virus,1,Complete,DENV1/Vietnam/10dx-118-801-Placebo-72hrs,-,Viet Nam,Yes
11053.11381,JQ045628,Dengue virus,1,Complete,DENV1/Vietnam/10dx-114-801-Placebo-0hrs,-,Viet Nam,Yes
11053.11509,JN903580,Dengue virus,1,Complete,RGCB585,2009-04-05,India,Yes
11053.11510,JN819414,Dengue virus,1,Complete,DENV-1/VE/BID-V2466/2007,2007,Venezuela,Yes
11053.11511,JN093516,Dengue virus,1,Complete,DENV-1/VN/BID-V3966/2008,2008,Viet Nam,Yes
11053.11512,HM181969,Dengue virus,1,Complete,DENV-1/VN/BID-V4032/2008,2008,Viet Nam,Yes
11053.11513,HM181967,Dengue virus,1,Complete,DENV-1/VN/BID-V3998/2008,2008,Viet Nam,Yes
11053.11514,HM181963,Dengue virus,1,Complete,DENV-1/VN/BID-V3894/2008,2008,Viet Nam,Yes
11053.11515,HM181962,Dengue virus,1,Complete,DENV-1/VN/BID-V3893/2008,2008,Viet Nam,Yes
11053.11516,HM181959,Dengue virus,1,Complete,DENV-1/KH/BID-V4262/2007,2007,Cambodia,Yes
11053.11517,HM181957,Dengue virus,1,Complete,DENV-1/KH/BID-V4260/2007,2007,Cambodia,Yes
11053.11518,HM181955,Dengue virus,1,Complete,DENV-1/KH/BID-V4258/2007,2007,Cambodia,Yes
11053.11519,HM181954,Dengue virus,1,Complete,DENV-1/KH/BID-V4257/2007,2007,Cambodia,Yes
11053.11520,HM181950,Dengue virus,1,Complete,DENV-1/KH/BID-V4251/2007,2007,Cambodia,Yes
11053.11521,HM181949,Dengue virus,1,Complete,DENV-1/KH/BID-V4250/2007,2007,Cambodia,Yes
11053.11522,HM181947,Dengue virus,1,Complete,DENV-1/KH/BID-V4247/2007,2007,Cambodia,Yes
11053.11523,HM181945,Dengue virus,1,Complete,DENV-1/KH/BID-V4245/2007,2007,Cambodia,Yes
11053.11524,HM181944,Dengue virus,1,Complete,DENV-1/KH/BID-V4244/2007,2007,Cambodia,Yes
11053.11525,HM181943,Dengue virus,1,Complete,DENV-1/KH/BID-V4241/2007,2007,Cambodia,Yes
11053.11526,HM181942,Dengue virus,1,Complete,DENV-1/KH/BID-V4240/2006,2006,Cambodia,Yes
11053.11527,HM181941,Dengue virus,1,Complete,DENV-1/KH/BID-V4239/2006,2006,Cambodia,Yes
11053.11528,HM181939,Dengue virus,1,Complete,DENV-1/KH/BID-V4237/2006,2006,Cambodia,Yes
11053.11529,HM181938,Dengue virus,1,Complete,DENV-1/KH/BID-V4236/2006,2006,Cambodia,Yes
11053.11530,HM181937,Dengue virus,1,Complete,DENV-1/KH/BID-V4235/2006,2006,Cambodia,Yes
11053.11531,HM181936,Dengue virus,1,Complete,DENV-1/KH/BID-V4234/2006,2006,Cambodia,Yes
11053.11532,FJ882557,Dengue virus,1,Complete,DENV-1/VN/BID-V2813/2007,2007,Viet Nam,Yes
11053.11533,FJ461328,Dengue virus,1,Complete,DENV-1/VN/BID-V1893/2007,2007,Viet Nam,Yes
11053.11534,FJ687431,Dengue virus,1,Complete,DENV-1/TH/BID-V2275/2001,2001,Thailand,Yes
11053.11535,FJ687429,Dengue virus,1,Complete,DENV-1/TH/BID-V2272/2001,2001,Thailand,Yes
11053.11536,FJ687428,Dengue virus,1,Complete,DENV-1/TH/BID-V2271/2001,2001,Thailand,Yes
11053.11537,FJ687427,Dengue virus,1,Complete,DENV-1/TH/BID-V2270/2001,2001,Thailand,Yes
11053.11538,FJ687426,Dengue virus,1,Complete,DENV-1/TH/BID-V2269/2001,2001,Thailand,Yes
11053.11539,FJ639695,Dengue virus,1,Complete,DENV-1/KH/BID-V2013/2007,2007,Cambodia,Yes
11053.11540,FJ639694,Dengue virus,1,Complete,DENV-1/KH/BID-V2012/2007,2007,Cambodia,Yes
11053.11541,FJ639693,Dengue virus,1,Complete,DENV-1/KH/BID-V2011/2007,2007,Cambodia,Yes
11053.11542,FJ639690,Dengue virus,1,Complete,DENV-1/KH/BID-V2007/2007,2007,Cambodia,Yes
11053.11543,FJ639688,Dengue virus,1,Complete,DENV-1/KH/BID-V2005/2007,2007,Cambodia,Yes
11053.11545,FJ639685,Dengue virus,1,Complete,DENV-1/KH/BID-V2001/2005,2005,Cambodia,Yes
11053.11546,FJ639684,Dengue virus,1,Complete,DENV-1/KH/BID-V2000/2005,2005,Cambodia,Yes
11053.11547,FJ639683,Dengue virus,1,Complete,DENV-1/KH/BID-V1999/2005,2005,Cambodia,Yes
11053.11548,FJ639680,Dengue virus,1,Complete,DENV-1/KH/BID-V1995/2003,2003,Cambodia,Yes
11053.11549,FJ639678,Dengue virus,1,Complete,DENV-1/KH/BID-V1992/2003,2003,Cambodia,Yes
11053.11550,FJ639674,Dengue virus,1,Complete,DENV-1/KH/BID-V1985/2002,2002,Cambodia,Yes
11053.11551,FJ639672,Dengue virus,1,Complete,DENV-1/KH/BID-V1983/2001,2001,Cambodia,Yes
11053.11552,FJ639670,Dengue virus,1,Complete,DENV-1/KH/BID-V1979/2001,2001,Cambodia,Yes
11053.11553,FJ639669,Dengue virus,1,Complete,DENV-1/KH/BID-V1978/2000,2000,Cambodia,Yes
11053.11554,FJ461341,Dengue virus,1,Complete,DENV-1/VN/BID-V1977/2008,2008,Viet Nam,Yes
11053.11555,FJ461339,Dengue virus,1,Complete,DENV-1/VN/BID-V1975/2008,2008,Viet Nam,Yes
11053.11556,FJ461335,Dengue virus,1,Complete,DENV-1/VN/BID-V1937/2008,2008,Viet Nam,Yes
11053.11557,FJ461333,Dengue virus,1,Complete,DENV-1/VN/BID-V1931/2007,2007,Viet Nam,Yes
11053.11558,FJ461332,Dengue virus,1,Complete,DENV-1/VN/BID-V1926/2008,2008,Viet Nam,Yes
11053.11559,FJ461331,Dengue virus,1,Complete,DENV-1/VN/BID-V1922/2008,2008,Viet Nam,Yes
11053.11560,FJ461330,Dengue virus,1,Complete,DENV-1/VN/BID-V1910/2008,2008,Viet Nam,Yes
11053.11561,FJ461327,Dengue virus,1,Complete,DENV-1/VN/BID-V1892/2007,2007,Viet Nam,Yes
11053.11562,FJ461323,Dengue virus,1,Complete,DENV-1/VN/BID-V1887/2007,2007,Viet Nam,Yes
11053.11563,FJ461319,Dengue virus,1,Complete,DENV-1/VN/BID-V1870/2007,2007,Viet Nam,Yes
11053.11564,FJ461318,Dengue virus,1,Complete,DENV-1/VN/BID-V1867/2007,2007,Viet Nam,Yes
11053.11565,FJ461317,Dengue virus,1,Complete,DENV-1/VN/BID-V1861/2007,2007,Viet Nam,Yes
11053.11566,FJ461315,Dengue virus,1,Complete,DENV-1/VN/BID-V1859/2007,2007,Viet Nam,Yes
11053.11567,FJ461310,Dengue virus,1,Complete,DENV-1/VN/BID-V1846/2008,2008,Viet Nam,Yes
11053.11568,FJ461308,Dengue virus,1,Complete,DENV-1/VN/BID-V1842/2008,2008,Viet Nam,Yes
11053.11569,FJ461307,Dengue virus,1,Complete,DENV-1/VN/BID-V1840/2008,2008,Viet Nam,Yes
11053.11570,FJ432749,Dengue virus,1,Complete,DENV-1/VN/BID-V1836/2007,2007,Viet Nam,Yes
11053.11571,FJ432748,Dengue virus,1,Complete,DENV-1/VN/BID-V1834/2007,2007,Viet Nam,Yes
11053.11572,FJ432744,Dengue virus,1,Complete,DENV-1/VN/BID-V1820/2007,2007,Viet Nam,Yes
11053.11573,FJ432740,Dengue virus,1,Complete,DENV-1/VN/BID-V1805/2007,2007,Viet Nam,Yes
11053.11574,FJ432737,Dengue virus,1,Complete,DENV-1/VN/BID-V1798/2007,2007,Viet Nam,Yes
11053.11575,FJ432736,Dengue virus,1,Complete,DENV-1/VN/BID-V1795/2007,2007,Viet Nam,Yes
11053.11576,FJ432735,Dengue virus,1,Complete,DENV-1/VN/BID-V1793/2007,2007,Viet Nam,Yes
11053.11577,FJ432734,Dengue virus,1,Complete,DENV-1/VN/BID-V1792/2007,2007,Viet Nam,Yes
11053.11578,FJ432730,Dengue virus,1,Complete,DENV-1/VN/BID-V1785/2007,2007,Viet Nam,Yes
11053.11579,FJ432729,Dengue virus,1,Complete,DENV-1/VN/BID-V1784/2007,2007,Viet Nam,Yes
11053.11580,FJ432727,Dengue virus,1,Complete,DENV-1/VN/BID-V1782/2007,2007,Viet Nam,Yes
11053.11581,FJ432725,Dengue virus,1,Complete,DENV-1/VN/BID-V1779/2007,2007,Viet Nam,Yes
11053.11582,FJ639824,Dengue virus,1,Complete,DENV-1/VE/BID-V2264/2006,2006,Venezuela,Yes
11053.11583,FJ639820,Dengue virus,1,Complete,DENV-1/VE/BID-V2260/2006,2006,Venezuela,Yes
11053.11584,FJ639819,Dengue virus,1,Complete,DENV-1/VE/BID-V2259/2006,2006,Venezuela,Yes
11053.11585,FJ639815,Dengue virus,1,Complete,DENV-1/VE/BID-V2255/2006,2006,Venezuela,Yes
11053.11586,FJ639811,Dengue virus,1,Complete,DENV-1/VE/BID-V2248/2005,2005,Venezuela,Yes
11053.11587,FJ639796,Dengue virus,1,Complete,DENV-1/VE/BID-V2229/2004,2004,Venezuela,Yes
11053.11588,MW315195,Dengue virus,1,Complete,New Caledonia-2017-AVS-NC-100.1,2017-06-05,New Caledonia,No
11053.11589,MW315194,Dengue virus,1,Complete,New Caledonia-2017-AVS-NC-094,2017-05-18,New Caledonia,Yes
11053.11592,MW315191,Dengue virus,1,Complete,New Caledonia-2017-AVS-NC-084,2017-03-24,New Caledonia,Yes
11053.11594,MW315189,Dengue virus,1,Complete,New Caledonia-2017-AVS-NC-079,2017-03-07,New Caledonia,Yes
11053.11595,MW315188,Dengue virus,1,Complete,New Caledonia-2017-AVS-NC-075,2017-03-17,New Caledonia,Yes
11053.11598,MW315185,Dengue virus,1,Complete,New Caledonia-2017-AVS-NC-069.1,2017-03-20,New Caledonia,Yes
11053.11600,MW315183,Dengue virus,1,Complete,New Caledonia-2017-AVS-NC-060,2017-03-30,New Caledonia,Yes
11053.11601,MW315182,Dengue virus,1,Complete,New Caledonia-2017-AVS-NC-056,2017-03-10,New Caledonia,Yes
11053.11602,MW315181,Dengue virus,1,Complete,New Caledonia-2016-AVS-NC-047.1,2016-09-21,New Caledonia,Yes
11053.11605,MW315178,Dengue virus,1,Complete,New Caledonia-2016-116145055,2016-05-23,New Caledonia,Yes
11053.11606,MW315177,Dengue virus,1,Complete,New Caledonia-2016-116110359,2016-04-18,New Caledonia,Yes
11053.11607,MW315176,Dengue virus,1,Complete,New Caledonia-2016-116075276,2016-03-14,New Caledonia,Yes
11053.11608,MW315175,Dengue virus,1,Complete,New Caledonia-2016-116032391-174,2016-02-01,New Caledonia,No
11053.11611,MW315172,Dengue virus,1,Complete,New Caledonia-2013-113011343-565,2013-04-21,New Caledonia,Yes
